Happiness Score,Economy (GDP per Capita),Family,Freedom,Trust (Government Corruption),Health (Life Expectancy),Region_Australia and New Zealand,Region_Central and Eastern Europe,Region_Eastern Asia,Region_Latin America and Caribbean,Region_Middle East and Northern Africa,Region_North America,Region_Southeastern Asia,Region_Southern Asia,Region_Sub-Saharan Africa,Region_Western Europe
4.356,0.52267,0.7624,0.40576,0.06686,0.30147,0,0,0,0,0,0,0,0,1,0
4.324,0.87287,1.01413,0.12859,0.01829,0.58628,0,1,0,0,0,0,0,0,0,0
4.276,0.63107,0.49353,0.40973,0.0326,0.29681,0,0,0,0,0,0,0,0,1,0
4.272,0.05661,0.80676,0.15602,0.06075,0.188,0,0,0,0,0,0,0,0,1,0
4.252,0.83792,0.19249,0.32461,0.3188,0.64035,0,1,0,0,0,0,0,0,0,0
4.236,0.77109,0.47799,0.37938,0.09753,0.28212,0,0,0,0,0,0,0,0,1,0
4.219,0.44314,0.77416,0.31056,0.11681,0.40457,0,0,0,0,0,0,0,0,1,0
4.217,1.11306,0.92542,0.21219,0.00615,0.67806,0,1,0,0,0,0,0,0,0,0
4.201,0.61391,0.84142,0.1268,0.17955,0.28639,0,0,0,0,0,0,0,0,1,0
4.193,0.35041,0.71478,0.25429,0.08582,0.1595,0,0,0,0,0,0,0,0,1,0
4.156,0.08709,0.147,0.4143,0.07564,0.29364,0,0,0,0,0,0,0,0,1,0
4.139,0.63069,0.81928,0.0,0.10039,0.29759,0,0,0,0,0,0,0,0,1,0
4.121,1.15851,0.72368,0.28098,0.09314,0.3494,0,0,0,0,0,0,0,0,1,0
4.073,0.31292,0.86333,0.27544,0.13647,0.16347,0,0,0,0,0,0,0,0,1,0
4.028,0.34097,0.29561,0.12072,0.14476,0.27494,0,0,0,1,0,0,0,0,0,0
3.974,1.09426,0.89186,0.44089,0.10769,0.34752,0,0,0,0,0,0,0,0,1,0
3.956,0.27509,0.60323,0.15412,0.18437,0.29981,0,0,0,0,0,0,0,0,1,0
3.916,0.55507,0.57576,0.40663,0.1553,0.04476,0,0,0,0,0,0,0,0,1,0
3.907,0.55604,0.5375,0.58852,0.08092,0.42494,0,0,0,0,0,0,1,0,0,0
3.866,0.84731,0.66366,0.00589,0.08434,0.04991,0,0,0,0,0,0,0,0,1,0
3.856,0.1327,0.6053,0.38041,0.17176,0.26162,0,0,0,0,0,0,0,0,1,0
3.832,0.39394,0.18519,0.19662,0.13015,0.15781,0,0,0,0,0,0,0,0,1,0
3.763,0.42214,0.63178,0.12807,0.04952,0.03824,0,0,0,0,0,0,0,0,1,0
3.739,0.31995,0.63054,0.3337,0.12533,0.21297,0,0,0,0,0,0,0,0,1,0
3.739,0.34719,0.90981,0.43653,0.06442,0.19625,0,0,0,0,0,0,0,0,1,0
3.724,0.57939,0.47493,0.2287,0.05892,0.31048,0,0,0,0,1,0,0,0,0,0
3.695,0.27954,0.46115,0.13684,0.07506,0.37109,0,0,0,0,0,0,0,0,1,0
3.666,0.47155,0.77623,0.3176,0.05099,0.357,0,0,0,0,0,0,0,0,1,0
3.622,0.10706,0.50353,0.25748,0.04852,0.23165,0,0,0,0,0,0,0,0,1,0
3.607,0.22415,0.3109,0.30953,0.1192,0.18829,0,0,0,0,0,0,0,0,1,0
3.515,0.32846,0.61586,0.5432,0.50521,0.31865,0,0,0,0,0,0,0,0,1,0
3.484,0.39499,0.10419,0.39747,0.06681,0.21028,0,0,0,0,0,0,0,0,1,0
3.36,0.38227,0.11037,0.1643,0.07112,0.17344,0,0,0,0,0,0,0,1,0,0
3.303,0.28123,0.0,0.34678,0.11587,0.24811,0,0,0,0,0,0,0,0,1,0
3.069,0.74719,0.14866,0.06912,0.17233,0.62994,0,0,0,0,1,0,0,0,0,0
2.905,0.06831,0.23442,0.0432,0.09419,0.15747,0,0,0,0,0,0,0,0,1,0
7.526,1.44178,1.16374,0.57941,0.44453,0.79504,0,0,0,0,0,0,0,0,0,1
7.509,1.52733,1.14524,0.58557,0.41203,0.86303,0,0,0,0,0,0,0,0,0,1
7.501,1.42666,1.18326,0.56624,0.14975,0.86733,0,0,0,0,0,0,0,0,0,1
7.498,1.57744,1.1269,0.59609,0.35776,0.79579,0,0,0,0,0,0,0,0,0,1
7.413,1.40598,1.13464,0.57104,0.41004,0.81091,0,0,0,0,0,0,0,0,0,1
7.404,1.44015,1.0961,0.5737,0.31329,0.8276,0,0,0,0,0,1,0,0,0,0
7.339,1.46468,1.02912,0.55211,0.29927,0.81231,0,0,0,0,0,0,0,0,0,1
7.334,1.36066,1.17278,0.58147,0.41904,0.83096,1,0,0,0,0,0,0,0,0,0
7.313,1.44443,1.10476,0.56837,0.32331,0.8512,1,0,0,0,0,0,0,0,0,0
7.291,1.45181,1.08764,0.58218,0.40867,0.83121,0,0,0,0,0,0,0,0,0,1
7.267,1.33766,0.99537,0.36432,0.08728,0.84917,0,0,0,0,1,0,0,0,0,0
7.119,1.45038,1.08383,0.54355,0.21348,0.80565,0,0,0,0,0,0,0,0,0,1
7.104,1.50796,1.04782,0.48163,0.14868,0.779,0,0,0,0,0,1,0,0,0,0
7.087,1.06879,1.02152,0.55225,0.10547,0.76146,0,0,0,1,0,0,0,0,0,0
7.039,1.35943,1.08113,0.46823,0.12275,0.77758,0,0,0,1,0,0,0,0,0,0
6.994,1.44787,1.09774,0.53466,0.28551,0.81487,0,0,0,0,0,0,0,0,0,1
6.952,1.08754,1.03938,0.40425,0.14166,0.61415,0,0,0,1,0,0,0,0,0,0
6.929,1.42539,1.05249,0.51354,0.26248,0.81959,0,0,0,0,0,0,0,0,0,1
6.907,1.48341,1.16157,0.54008,0.29754,0.81455,0,0,0,0,0,0,0,0,0,1
6.871,1.69752,1.03999,0.5487,0.35329,0.84542,0,0,0,0,0,0,0,0,0,1
6.778,1.11508,0.7146,0.37709,0.18355,0.71143,0,0,0,1,0,0,0,0,0,0
6.739,1.64555,0.86758,0.4877,0.46987,0.94719,0,0,0,0,0,0,1,0,0,0
6.725,1.40283,1.08672,0.50036,0.27399,0.80991,0,0,0,0,0,0,0,0,0,1
6.705,1.2167,0.90587,0.37789,0.11451,0.81883,0,0,0,1,0,0,0,0,0,0
6.701,1.18306,0.98912,0.48927,0.08423,0.70835,0,0,0,1,0,0,0,0,0,0
6.65,1.15137,1.06612,0.42284,0.07296,0.69711,0,0,0,1,0,0,0,0,0,0
6.596,1.30915,1.00793,0.41418,0.03986,0.76376,0,1,0,0,0,0,0,0,0,0
6.573,1.57352,0.87114,0.56215,0.35561,0.72993,0,0,0,0,1,0,0,0,0,0
6.545,1.18157,1.03143,0.54388,0.21394,0.72183,0,0,0,1,0,0,0,0,0,0
6.488,1.30782,1.09879,0.54994,0.17554,0.80315,0,0,0,0,0,0,0,0,0,1
6.481,1.03032,1.02169,0.44735,0.05399,0.59659,0,0,0,1,0,0,0,0,0,0
6.478,1.39488,1.00508,0.46562,0.17808,0.83795,0,0,0,0,0,0,0,0,0,1
6.474,1.0893,1.04477,0.49553,0.02833,0.64915,0,0,0,0,0,0,1,0,0,0
6.379,1.48953,0.84829,0.37904,0.30008,0.59267,0,0,0,0,1,0,0,0,0,0
6.379,1.39729,0.92624,0.32377,0.0663,0.79565,0,0,1,0,0,0,0,0,0,0
6.375,1.82427,0.87964,0.56679,0.48049,0.71723,0,0,0,0,1,0,0,0,0,0
6.361,1.34253,1.12945,0.37545,0.06137,0.87896,0,0,0,0,0,0,0,0,0,1
6.355,1.05266,0.83309,0.21006,0.16157,0.61804,0,0,0,0,1,0,0,0,0,0
6.324,0.83454,0.87119,0.50379,0.08701,0.54039,0,0,0,1,0,0,0,0,0,0
6.269,1.09686,0.77866,0.52234,0.12692,0.50933,0,0,0,1,0,0,0,0,0,0
6.239,1.61714,0.87758,0.43166,0.23669,0.63569,0,0,0,0,1,0,0,0,0,0
6.218,1.44024,0.94397,0.47375,0.25772,0.65696,0,0,0,0,1,0,0,0,0,0
6.168,1.32572,0.98569,0.48453,0.01241,0.52608,0,0,0,1,0,0,0,0,0,0
6.084,1.13367,1.03302,0.19847,0.08304,0.61904,0,0,0,1,0,0,0,0,0,0
6.078,1.27973,1.08268,0.23391,0.02947,0.70367,0,1,0,0,0,0,0,0,0,0
6.068,0.8737,0.80975,0.37269,0.10613,0.596,0,0,0,1,0,0,0,0,0,0
6.005,1.25142,0.88025,0.39031,0.09081,0.62366,0,0,0,0,0,0,1,0,0,0
5.992,0.69384,0.89521,0.46582,0.16292,0.65213,0,0,0,1,0,0,0,0,0,0
5.987,0.73591,1.1681,0.60848,0.28333,0.50163,0,1,0,0,0,0,0,0,0,0
5.977,1.35495,1.04167,0.18827,0.02556,0.85102,0,0,0,0,0,0,0,0,0,1
5.976,0.97306,0.85974,0.4027,0.18037,0.68613,0,0,0,1,0,0,0,0,0,0
5.956,0.87616,0.68655,0.51231,0.10771,0.45569,0,0,0,1,0,0,0,0,0,0
5.921,1.38007,1.06054,0.46761,0.18985,0.91491,0,0,1,0,0,0,0,0,0,0
5.919,1.22943,0.95544,0.4052,0.11132,0.57386,0,1,0,0,0,0,0,0,0,0
5.897,0.69177,0.83132,0.25202,0.01903,0.52309,0,1,0,0,0,0,0,0,0,0
5.856,1.23228,1.05261,0.32682,0.03586,0.58991,0,1,0,0,0,0,0,0,0,0
5.835,1.24585,1.04685,0.4519,0.055,0.69058,0,1,0,0,0,0,0,0,0,0
5.835,1.35948,0.72194,0.25168,0.07716,0.88645,0,0,1,0,0,0,0,0,0,0
5.822,0.79422,0.83779,0.50961,0.07746,0.4697,0,0,0,1,0,0,0,0,0,0
5.813,1.2692,1.06411,0.18929,0.0182,0.64674,0,1,0,0,0,0,0,0,0,0
5.802,1.13062,1.04993,0.29091,0.17457,0.63104,0,1,0,0,0,0,0,0,0,0
5.771,1.31141,0.81826,0.43596,0.16578,0.84142,0,0,0,0,0,0,0,0,0,1
5.768,1.29947,1.05613,0.53164,0.03635,0.79151,0,1,0,0,0,0,0,0,0,0
5.743,0.99602,0.81255,0.37502,0.05292,0.62994,0,0,0,1,0,0,0,0,0,0
5.658,1.08017,1.03817,0.37408,0.28467,0.44006,0,1,0,0,0,0,0,0,0,0
5.648,1.14372,0.75695,0.46145,0.05203,0.66189,0,0,0,0,0,0,0,0,1,0
5.615,1.06688,0.95076,0.40672,0.10339,0.52304,0,0,0,0,1,0,0,0,0,0
5.56,1.21788,0.95025,0.27996,0.0889,0.63952,0,1,0,0,0,0,0,0,0,0
5.546,1.31857,0.70697,0.29507,0.05228,0.8488,0,0,0,0,0,0,0,0,0,1
5.538,0.89373,1.11111,0.46235,0.07396,0.58295,0,0,0,1,0,0,0,0,0,0
5.528,1.1697,0.72803,0.36712,0.00679,0.67602,0,1,0,0,0,0,0,0,0,0
5.517,1.27964,1.05163,0.41511,0.18519,0.68098,0,1,0,0,0,0,0,0,0,0
5.51,0.89333,0.96372,0.43597,0.04294,0.59469,0,0,0,1,0,0,0,0,0,0
5.488,1.18649,0.60809,0.23907,0.04002,0.70524,0,1,0,0,0,0,0,0,0,0
5.458,1.5107,0.87021,0.48079,0.31647,0.95277,0,0,1,0,0,0,0,0,0,0
5.44,0.0,0.33613,0.56778,0.3118,0.11466,0,0,0,0,0,0,0,0,1,0
5.401,0.90145,0.66062,0.14396,0.06547,0.54,0,1,0,0,0,0,0,0,0,0
5.389,1.16492,0.87717,0.23889,0.12348,0.64718,0,0,0,0,1,0,0,0,0,0
5.314,0.95104,0.87625,0.39237,0.00322,0.49374,0,0,0,0,0,0,1,0,0,0
5.303,0.99673,0.86216,0.36023,0.13297,0.60712,0,0,0,0,1,0,0,0,0,0
5.291,1.12373,0.76042,0.35327,0.17914,0.54504,0,1,0,0,0,0,0,0,0,0
5.279,0.81217,0.87877,0.54854,0.11757,0.47036,0,0,0,0,0,0,1,0,0,0
5.245,1.0278,0.79381,0.44012,0.02745,0.73561,0,0,1,0,0,0,0,0,0,0
5.196,0.8527,0.90836,0.46074,0.1616,0.49759,0,0,0,0,0,0,0,1,0,0
5.185,0.56044,0.95434,0.40212,0.04762,0.55449,0,1,0,0,0,0,0,0,0,0
5.177,1.03437,0.81329,0.15718,0.04339,0.6458,0,1,0,0,0,0,0,0,0,0
5.163,0.93383,0.64367,0.09511,0.0,0.70766,0,1,0,0,0,0,0,0,0,0
5.161,1.07838,0.74173,0.15111,0.12721,0.63533,0,1,0,0,0,0,0,0,0,0
5.155,1.02787,0.99496,0.52259,0.12372,0.57669,0,0,0,1,0,0,0,0,0,0
5.151,0.84058,0.38595,0.25646,0.08404,0.59471,0,0,0,0,1,0,0,0,0,0
5.145,1.24142,0.93164,0.1977,0.04472,0.67608,0,1,0,0,0,0,0,0,0,0
5.132,0.68816,0.26135,0.14622,0.1388,0.40306,0,0,0,0,0,0,0,1,0,0
5.129,1.12268,0.64184,0.26228,0.03061,0.76171,0,0,0,0,1,0,0,0,0,0
5.123,1.27607,0.94367,0.44727,0.01521,0.79363,0,0,0,0,0,0,0,0,0,1
5.121,1.0193,0.78236,0.27668,0.07047,0.64738,0,1,0,0,0,0,0,0,0,0
5.061,0.74037,0.79117,0.55954,0.11556,0.66157,0,0,0,0,0,0,1,0,0,0
5.057,0.25558,0.75862,0.3913,0.36794,0.33108,0,0,0,0,0,0,0,0,1,0
5.045,0.97724,0.43165,0.23553,0.0817,0.59577,0,0,0,0,1,0,0,0,0,0
5.033,1.24886,0.75473,0.05822,0.04127,0.80029,0,0,0,0,0,0,0,0,0,1
4.996,0.48835,0.75602,0.43408,0.13509,0.53119,0,1,0,0,0,0,0,0,0,0
4.907,0.98853,1.08983,0.35972,0.03285,0.55469,0,0,1,0,0,0,0,0,0,0
4.876,0.68042,0.5497,0.52168,0.22423,0.38291,0,0,0,0,0,0,1,0,0,0
4.875,0.75216,0.64498,0.27854,0.0305,0.05108,0,0,0,0,0,0,0,0,1,0
4.871,0.69429,0.75596,0.26755,0.06906,0.58383,0,0,0,1,0,0,0,0,0,0
4.813,1.11758,0.38857,0.22544,0.0557,0.64232,0,0,0,0,1,0,0,0,0,0
4.795,0.61202,0.6376,0.42662,0.11479,0.23573,0,0,0,0,0,0,0,0,1,0
4.793,0.44626,0.69699,0.37012,0.07008,0.50073,0,0,0,0,0,0,0,1,0,0
4.754,0.67024,0.71629,0.17744,0.10613,0.56844,0,0,0,0,1,0,0,0,0,0
4.655,0.9553,0.50163,0.31866,0.05301,0.73007,0,1,0,0,0,0,0,0,0,0
4.643,0.54177,0.24749,0.39778,0.12583,0.52989,0,0,0,0,0,0,0,1,0,0
4.635,0.36485,0.628,0.30685,0.08196,0.0,0,0,0,0,0,0,0,0,1,0
4.575,1.07474,0.59205,0.24856,0.13636,0.51076,0,0,0,0,1,0,0,0,0,0
4.574,0.93287,0.70362,0.48614,0.10398,0.34745,0,0,0,0,0,0,0,0,1,0
4.513,0.52497,0.62542,0.42736,0.06126,0.12698,0,0,0,0,0,0,0,0,1,0
4.508,0.29283,0.37932,0.36703,0.1717,0.34578,0,0,0,0,0,0,0,0,1,0
4.459,1.02416,0.96053,0.42483,0.08415,0.18611,0,0,0,0,0,0,0,0,1,0
4.415,0.97318,0.84783,0.50817,0.07964,0.62007,0,0,0,0,0,0,0,1,0,0
4.404,0.74036,0.29247,0.40285,0.08722,0.45091,0,0,0,0,0,0,0,1,0,0
4.395,0.34112,0.69981,0.42692,0.20243,0.3988,0,0,0,0,0,0,1,0,0,0
4.362,0.95395,0.49813,0.18847,0.10393,0.52116,0,0,0,0,1,0,0,0,0,0
4.36,0.86086,0.62477,0.14037,0.03616,0.64083,0,1,0,0,0,0,0,0,0,0
4.356,0.52267,0.7624,0.40576,0.06686,0.30147,0,0,0,0,0,0,0,0,1,0
4.324,0.87287,1.01413,0.12859,0.01829,0.58628,0,1,0,0,0,0,0,0,0,0
4.276,0.63107,0.49353,0.40973,0.0326,0.29681,0,0,0,0,0,0,0,0,1,0
4.272,0.05661,0.80676,0.15602,0.06075,0.188,0,0,0,0,0,0,0,0,1,0
4.252,0.83792,0.19249,0.32461,0.3188,0.64035,0,1,0,0,0,0,0,0,0,0
4.236,0.77109,0.47799,0.37938,0.09753,0.28212,0,0,0,0,0,0,0,0,1,0
4.219,0.44314,0.77416,0.31056,0.11681,0.40457,0,0,0,0,0,0,0,0,1,0
4.217,1.11306,0.92542,0.21219,0.00615,0.67806,0,1,0,0,0,0,0,0,0,0
4.201,0.61391,0.84142,0.1268,0.17955,0.28639,0,0,0,0,0,0,0,0,1,0
4.193,0.35041,0.71478,0.25429,0.08582,0.1595,0,0,0,0,0,0,0,0,1,0
4.156,0.08709,0.147,0.4143,0.07564,0.29364,0,0,0,0,0,0,0,0,1,0
4.139,0.63069,0.81928,0.0,0.10039,0.29759,0,0,0,0,0,0,0,0,1,0
4.121,1.15851,0.72368,0.28098,0.09314,0.3494,0,0,0,0,0,0,0,0,1,0
4.073,0.31292,0.86333,0.27544,0.13647,0.16347,0,0,0,0,0,0,0,0,1,0
4.028,0.34097,0.29561,0.12072,0.14476,0.27494,0,0,0,1,0,0,0,0,0,0
3.974,1.09426,0.89186,0.44089,0.10769,0.34752,0,0,0,0,0,0,0,0,1,0
3.956,0.27509,0.60323,0.15412,0.18437,0.29981,0,0,0,0,0,0,0,0,1,0
3.916,0.55507,0.57576,0.40663,0.1553,0.04476,0,0,0,0,0,0,0,0,1,0
3.907,0.55604,0.5375,0.58852,0.08092,0.42494,0,0,0,0,0,0,1,0,0,0
3.866,0.84731,0.66366,0.00589,0.08434,0.04991,0,0,0,0,0,0,0,0,1,0
3.856,0.1327,0.6053,0.38041,0.17176,0.26162,0,0,0,0,0,0,0,0,1,0
3.832,0.39394,0.18519,0.19662,0.13015,0.15781,0,0,0,0,0,0,0,0,1,0
3.763,0.42214,0.63178,0.12807,0.04952,0.03824,0,0,0,0,0,0,0,0,1,0
3.739,0.31995,0.63054,0.3337,0.12533,0.21297,0,0,0,0,0,0,0,0,1,0
3.739,0.34719,0.90981,0.43653,0.06442,0.19625,0,0,0,0,0,0,0,0,1,0
3.724,0.57939,0.47493,0.2287,0.05892,0.31048,0,0,0,0,1,0,0,0,0,0
3.695,0.27954,0.46115,0.13684,0.07506,0.37109,0,0,0,0,0,0,0,0,1,0
3.666,0.47155,0.77623,0.3176,0.05099,0.357,0,0,0,0,0,0,0,0,1,0
3.622,0.10706,0.50353,0.25748,0.04852,0.23165,0,0,0,0,0,0,0,0,1,0
3.607,0.22415,0.3109,0.30953,0.1192,0.18829,0,0,0,0,0,0,0,0,1,0
3.515,0.32846,0.61586,0.5432,0.50521,0.31865,0,0,0,0,0,0,0,0,1,0
3.484,0.39499,0.10419,0.39747,0.06681,0.21028,0,0,0,0,0,0,0,0,1,0
3.36,0.38227,0.11037,0.1643,0.07112,0.17344,0,0,0,0,0,0,0,1,0,0
3.303,0.28123,0.0,0.34678,0.11587,0.24811,0,0,0,0,0,0,0,0,1,0
3.069,0.74719,0.14866,0.06912,0.17233,0.62994,0,0,0,0,1,0,0,0,0,0
2.905,0.06831,0.23442,0.0432,0.09419,0.15747,0,0,0,0,0,0,0,0,1,0
7.632,1.305,1.592,0.681,0.393,0.874,0,0,0,0,0,0,0,0,0,1
7.594,1.456,1.582,0.686,0.34,0.861,0,0,0,0,0,0,0,0,0,1
7.555,1.351,1.59,0.683,0.408,0.868,0,0,0,0,0,0,0,0,0,1
7.495,1.343,1.644,0.677,0.138,0.914,0,0,0,0,0,0,0,0,0,1
7.487,1.42,1.549,0.66,0.357,0.927,0,0,0,0,0,0,0,0,0,1
7.441,1.361,1.488,0.638,0.295,0.878,0,0,0,0,0,0,0,0,0,1
7.328,1.33,1.532,0.653,0.291,0.896,0,0,0,0,0,1,0,0,0,0
7.324,1.268,1.601,0.669,0.389,0.876,1,0,0,0,0,0,0,0,0,0
7.314,1.355,1.501,0.659,0.383,0.913,0,0,0,0,0,0,0,0,0,1
7.272,1.34,1.573,0.647,0.302,0.91,1,0,0,0,0,0,0,0,0,0
7.19,1.244,1.433,0.464,0.082,0.888,0,0,0,0,0,0,0,0,0,1
7.139,1.341,1.504,0.617,0.224,0.891,0,0,0,0,0,0,0,0,0,1
7.072,1.01,1.459,0.632,0.101,0.817,0,0,0,1,0,0,0,0,0,0
6.977,1.448,1.583,0.614,0.306,0.876,0,0,0,0,0,0,0,0,0,1
6.965,1.34,1.474,0.586,0.28,0.861,0,0,0,0,0,0,0,0,0,1
6.927,1.324,1.483,0.583,0.24,0.894,0,0,0,0,0,0,0,0,0,1
6.91,1.576,1.52,0.632,0.321,0.896,0,0,0,0,0,0,0,0,0,1
6.886,1.398,1.471,0.547,0.133,0.819,0,0,0,0,0,1,0,0,0,0
6.814,1.301,1.559,0.533,0.272,0.883,0,0,0,0,1,0,0,0,0,0
6.711,1.233,1.489,0.543,0.034,0.854,0,1,0,0,0,0,0,0,0,0
6.627,1.27,1.525,0.645,0.142,0.884,0,0,0,0,0,0,0,0,0,1
6.489,1.293,1.466,0.52,0.176,0.908,0,0,0,0,0,0,0,0,0,1
6.488,1.038,1.252,0.479,0.095,0.761,0,0,0,1,0,0,0,0,0,0
6.476,1.131,1.331,0.431,0.061,0.808,0,0,0,1,0,0,0,0,0,0
6.441,1.365,1.436,0.418,0.078,0.857,0,0,1,0,0,0,0,0,0,0
6.43,1.112,1.438,0.597,0.063,0.759,0,0,0,1,0,0,0,0,0,0
6.419,0.986,1.474,0.493,0.088,0.675,0,0,0,1,0,0,0,0,0,0
6.388,1.073,1.468,0.57,0.054,0.744,0,0,0,1,0,0,0,0,0,0
6.382,0.781,1.268,0.604,0.071,0.608,0,0,0,1,0,0,0,0,0,0
6.379,1.093,1.459,0.625,0.155,0.771,0,0,0,1,0,0,0,0,0,0
6.374,1.649,1.303,0.654,0.171,0.748,0,0,0,0,1,0,0,0,0,0
6.371,1.379,1.331,0.509,0.127,0.633,0,0,0,0,1,0,0,0,0,0
6.343,1.529,1.451,0.631,0.457,1.008,0,0,0,0,0,0,1,0,0,0
6.322,1.161,1.258,0.356,0.059,0.669,0,0,0,0,0,0,1,0,0,0
6.31,1.251,1.538,0.449,0.074,0.965,0,0,0,0,0,0,0,0,0,1
6.26,0.96,1.439,0.531,0.039,0.635,0,0,0,1,0,0,0,0,0,0
6.192,1.223,1.492,0.575,0.019,0.564,0,0,0,1,0,0,0,0,0,0
6.173,1.21,1.537,0.354,0.014,0.776,0,1,0,0,0,0,0,0,0,0
6.167,0.806,1.231,0.461,0.082,0.639,0,0,0,1,0,0,0,0,0,0
6.141,0.668,1.319,0.527,0.128,0.7,0,0,0,1,0,0,0,0,0,0
6.123,1.176,1.448,0.546,0.064,0.781,0,1,0,0,0,0,0,0,0,0
6.105,1.338,1.366,0.594,0.123,0.698,0,0,0,0,1,0,0,0,0,0
6.096,0.719,1.584,0.724,0.259,0.605,0,1,0,0,0,0,0,0,0,0
6.083,1.474,1.301,0.554,0.106,0.675,0,0,0,0,1,0,0,0,0,0
6.072,1.016,1.417,0.637,0.029,0.707,0,0,0,0,0,0,1,0,0,0
6.0,1.264,1.501,0.281,0.028,0.946,0,0,0,0,0,0,0,0,0,1
5.973,0.889,1.33,0.556,0.12,0.736,0,0,0,1,0,0,0,0,0,0
5.956,0.807,1.101,0.593,0.089,0.474,0,0,0,1,0,0,0,0,0,0
5.952,1.197,1.527,0.35,0.006,0.716,0,1,0,0,0,0,0,0,0,0
5.948,1.219,1.506,0.633,0.051,0.856,0,1,0,0,0,0,0,0,0,0
5.945,1.116,1.219,0.528,0.001,0.726,0,1,0,0,0,0,0,0,0,0
5.933,1.148,1.454,0.363,0.066,0.671,0,1,0,0,0,0,0,0,0,0
5.915,1.294,1.462,0.553,0.15,0.988,0,0,1,0,0,0,0,0,0,0
5.891,1.09,1.387,0.584,0.05,0.684,0,0,0,0,0,0,0,0,1,0
5.89,0.819,1.493,0.575,0.031,0.693,0,0,0,1,0,0,0,0,0,0
5.875,1.266,1.204,0.244,0.051,0.955,0,0,1,0,0,0,0,0,0,0
5.835,1.229,1.211,0.495,0.154,0.909,0,0,0,0,1,0,0,0,0,0
5.81,1.151,1.479,0.399,0.025,0.599,0,1,0,0,0,0,0,0,0,0
5.79,1.143,1.516,0.454,0.121,0.631,0,1,0,0,0,0,0,0,0,0
5.762,1.229,1.191,0.423,0.035,0.909,0,0,0,0,0,0,0,0,0,1
5.752,0.751,1.223,0.606,0.054,0.508,0,0,0,1,0,0,0,0,0,0
5.739,1.2,1.532,0.553,0.174,0.737,0,1,0,0,0,0,0,0,0,0
5.681,0.835,1.522,0.541,0.074,0.615,0,0,0,1,0,0,0,0,0,0
5.663,0.934,1.249,0.53,0.034,0.674,0,0,0,1,0,0,0,0,0,0
5.662,0.855,1.23,0.448,0.023,0.578,0,1,0,0,0,0,0,0,0,0
5.64,0.657,1.301,0.232,0.0,0.62,0,1,0,0,0,0,0,0,0,0
5.636,1.016,1.533,0.417,0.037,0.517,0,1,0,0,0,0,0,0,0,0
5.62,1.171,1.401,0.259,0.022,0.732,0,1,0,0,0,0,0,0,0,0
5.566,0.985,1.35,0.496,0.148,0.553,0,0,0,0,1,0,0,0,0,0
5.524,0.775,1.312,0.643,0.105,0.513,0,0,0,0,0,0,1,0,0,0
5.504,0.62,1.205,0.459,0.074,0.622,0,0,0,1,0,0,0,0,0,0
5.483,1.039,1.498,0.307,0.154,0.7,0,1,0,0,0,0,0,0,0,0
5.483,1.148,1.38,0.324,0.109,0.686,0,0,0,0,1,0,0,0,0,0
5.472,0.652,0.81,0.334,0.113,0.424,0,0,0,0,0,0,0,1,0,0
5.43,1.405,1.29,0.524,0.291,1.03,0,0,1,0,0,0,0,0,0,0
5.41,1.188,1.429,0.562,0.017,0.884,0,0,0,0,0,0,0,0,0,1
5.398,0.975,1.369,0.288,0.043,0.685,0,1,0,0,0,0,0,0,0,0
5.358,1.154,1.202,0.131,0.044,0.879,0,0,0,0,0,0,0,0,0,1
5.358,0.965,1.179,0.503,0.136,0.785,0,0,0,0,1,0,0,0,0,0
5.347,1.017,1.279,0.259,0.081,0.729,0,1,0,0,0,0,0,0,0,0
5.321,1.115,1.161,0.38,0.039,0.737,0,1,0,0,0,0,0,0,0,0
5.302,0.982,1.441,0.578,0.106,0.614,0,0,0,1,0,0,0,0,0,0
5.295,0.979,1.154,0.077,0.135,0.687,0,0,0,0,1,0,0,0,0,0
5.254,0.779,0.797,0.46,0.074,0.669,0,0,0,0,1,0,0,0,0,0
5.246,0.989,1.142,0.597,0.103,0.799,0,0,1,0,0,0,0,0,0,0
5.201,1.024,1.161,0.43,0.176,0.603,0,1,0,0,0,0,0,0,0,0
5.199,0.474,1.166,0.292,0.034,0.598,0,1,0,0,0,0,0,0,0,0
5.185,0.959,1.239,0.394,0.052,0.691,0,1,0,0,0,0,0,0,0,0
5.161,0.822,1.265,0.468,0.134,0.645,0,0,0,0,1,0,0,0,0,0
5.155,0.689,1.172,0.462,0.032,0.048,0,0,0,0,0,0,0,0,1,0
5.131,0.53,1.416,0.54,0.035,0.594,0,1,0,0,0,0,0,0,0,0
5.129,0.915,1.078,0.28,0.0,0.758,0,1,0,0,0,0,0,0,0,0
5.125,0.914,1.517,0.395,0.032,0.575,0,0,1,0,0,0,0,0,0,0
5.103,0.715,1.365,0.618,0.079,0.702,0,0,0,0,0,0,1,0,0,0
5.093,0.899,1.215,0.538,0.018,0.522,0,0,0,0,0,0,1,0,0,0
5.082,0.796,1.335,0.541,0.171,0.527,0,0,0,0,0,0,0,1,0,0
4.982,0.0,0.712,0.674,0.282,0.115,0,0,0,0,0,0,0,0,1,0
4.975,0.535,0.891,0.454,0.043,0.182,0,0,0,0,0,0,0,0,1,0
4.933,1.054,1.515,0.359,0.009,0.712,0,1,0,0,0,0,0,0,0,0
